Date,Open,High,Low,Close,Adj Close,Volume
1995-02-01,218.2550048828125,228.72500610351562,217.5850067138672,227.80499267578125,227.80499267578125,12673060000
1995-03-01,227.80499267578125,238.28500366210938,224.3699951171875,234.8350067138672,234.8350067138672,15670180000
1995-04-01,234.93499755859375,244.40499877929688,234.65499877929688,243.8350067138672,243.8350067138672,12621820000
1995-05-01,243.89999389648438,253.6750030517578,243.06500244140625,253.6750030517578,253.6750030517578,15120900000
1995-06-01,253.6750030517578,263.05499267578125,249.92999267578125,259.0,259.0,15106220000
1995-07-01,259.0,269.0050048828125,258.45001220703125,267.4200134277344,267.4200134277344,14606300000
1995-08-01,267.4200134277344,268.9200134277344,261.6050109863281,265.260009765625,265.260009765625,14297620000
1995-09-01,265.260009765625,279.385009765625,264.8800048828125,278.0450134277344,278.0450134277344,14105660000
1995-10-01,278.0450134277344,282.4800109863281,272.364990234375,277.94000244140625,277.94000244140625,16094980000
1995-11-01,277.94000244140625,290.7550048828125,277.0950012207031,288.6650085449219,288.6650085449219,15216740000
1995-12-01,288.6650085449219,299.17498779296875,288.6650085449219,292.9599914550781,292.9599914550781,15398960000
1996-01-01,292.9599914550781,305.0050048828125,285.1549987792969,304.9800109863281,304.9800109863281,18376100000
1996-02-01,304.9800109863281,319.2049865722656,303.375,308.5350036621094,308.5350036621094,17526040000
1996-03-01,308.5400085449219,317.4949951171875,301.0299987792969,311.1000061035156,311.1000061035156,17968400000
1996-04-01,311.1000061035156,317.32501220703125,301.2799987792969,315.2349853515625,315.2349853515625,17753340000
1996-05-01,315.2349853515625,329.1199951171875,303.5199890136719,323.010009765625,323.010009765625,17842280000
1996-06-01,323.010009765625,328.1199951171875,318.1499938964844,323.7650146484375,323.7650146484375,15857400000
1996-07-01,323.7650146484375,326.8999938964844,291.42498779296875,308.17498779296875,308.17498779296875,16430500000
1996-08-01,308.17498779296875,324.3299865722656,308.1449890136719,314.80999755859375,314.80999755859375,14760660000
1996-09-01,314.80999755859375,333.7799987792969,311.0249938964844,330.8900146484375,330.8900146484375,16139520000
1996-10-01,330.8900146484375,346.3349914550781,329.2099914550781,340.3500061035156,340.3500061035156,19418680000
1996-11-01,340.3500061035156,368.3949890136719,338.1549987792969,366.69500732421875,366.69500732421875,17815620000
1996-12-01,366.69500732421875,369.8699951171875,347.19500732421875,359.989990234375,359.989990234375,18178340000
1997-01-01,359.989990234375,389.92498779296875,355.1099853515625,385.8999938964844,385.8999938964844,23267820000
1997-02-01,385.8999938964844,398.625,378.7149963378906,384.2699890136719,384.2699890136719,19436920000
1997-03-01,384.2699890136719,394.93499755859375,368.2250061035156,368.6000061035156,368.6000061035156,20061220000
1997-04-01,368.6000061035156,394.7749938964844,356.0350036621094,392.8500061035156,392.8500061035156,20923280000
1997-05-01,392.8500061035156,418.80999755859375,388.0350036621094,413.3500061035156,413.3500061035156,20213320000
1997-06-01,413.3500061035156,440.3699951171875,409.4599914550781,430.57501220703125,430.57501220703125,21715900000
1997-07-01,430.57501220703125,467.32501220703125,430.3900146484375,464.94500732421875,464.94500732421875,23916240000
1997-08-01,464.94500732421875,471.4800109863281,432.2900085449219,434.4700012207031,434.4700012207031,21212200000
1997-09-01,434.4700012207031,463.8399963378906,434.4700012207031,456.9150085449219,456.9150085449219,22766000000
1997-10-01,456.9150085449219,473.2149963378906,407.5050048828125,436.7149963378906,436.7149963378906,28034520000
1997-11-01,436.7149963378906,463.489990234375,430.06500244140625,459.1000061035156,459.1000061035156,18567610000
1997-12-01,459.1000061035156,474.989990234375,439.69000244140625,459.94000244140625,459.94000244140625,11958880000
1998-01-01,459.94000244140625,474.8599853515625,431.760009765625,468.7900085449219,468.7900085449219,12733830000
1998-02-01,468.7900085449219,504.0,468.7900085449219,501.92999267578125,501.92999267578125,11656550000
1998-03-01,501.92999267578125,533.510009765625,491.2699890136719,528.9099731445312,528.9099731445312,13719590000
1998-04-01,528.9099731445312,548.22998046875,521.280029296875,536.47998046875,536.47998046875,13656060000
1998-05-01,536.4600219726562,546.5999755859375,522.4099731445312,529.0399780273438,529.0399780273438,11477140000
1998-06-01,529.0399780273438,560.4099731445312,521.1400146484375,554.5599975585938,554.5599975585938,13551970000
1998-07-01,554.5599975585938,582.27001953125,547.6300048828125,550.9299926757812,550.9299926757812,14194800000
1998-08-01,550.9299926757812,551.9600219726562,470.9100036621094,470.9100036621094,470.9100036621094,15071550000
1998-09-01,470.9100036621094,516.6400146484375,462.6600036621094,493.1000061035156,493.1000061035156,16714080000
1998-10-01,493.1000061035156,540.469970703125,454.92999267578125,536.969970703125,536.969970703125,18001650000
1998-11-01,536.969970703125,591.27001953125,536.969970703125,577.1900024414062,577.1900024414062,13451280000
1998-12-01,577.1900024414062,615.9000244140625,560.52001953125,604.030029296875,604.030029296875,15181450000
1999-01-01,604.030029296875,640.6699829101562,598.9299926757812,640.4400024414062,640.4400024414062,16213500000
1999-02-01,640.4400024414062,642.5700073242188,605.5,618.4199829101562,618.4199829101562,14555860000
1999-03-01,618.4199829101562,663.8900146484375,605.7899780273438,646.5900268554688,646.5900268554688,18002500000
1999-04-01,646.5900268554688,695.260009765625,644.6699829101562,675.6500244140625,675.6500244140625,18523200000
1999-05-01,675.6500244140625,694.0,644.97998046875,658.6599731445312,658.6599731445312,15880260000
1999-06-01,658.6599731445312,704.5,645.9400024414062,704.469970703125,704.469970703125,16079170000
1999-07-01,704.469970703125,735.72998046875,683.1300048828125,683.2899780273438,683.2899780273438,15332930000
1999-08-01,683.2899780273438,724.9099731445312,658.219970703125,692.239990234375,692.239990234375,15818550000
1999-09-01,692.239990234375,716.7999877929688,660.0599975585938,672.3699951171875,672.3699951171875,16438700000
1999-10-01,672.3699951171875,722.3200073242188,644.3900146484375,717.030029296875,717.030029296875,18832000000
1999-11-01,717.030029296875,758.9600219726562,706.8599853515625,738.739990234375,738.739990234375,18384820000
1999-12-01,738.739990234375,798.4099731445312,738.0399780273438,792.8300170898438,792.8300170898438,19640690000
2000-01-01,792.8300170898438,801.8699951171875,731.4400024414062,754.260009765625,754.260009765625,21494400000
2000-02-01,754.260009765625,785.02001953125,716.75,738.6400146484375,738.6400146484375,20912000000
2000-03-01,738.6400146484375,846.4000244140625,727.8900146484375,815.0599975585938,815.0599975585938,26156200000
2000-04-01,815.0599975585938,830.25,723.3200073242188,781.4199829101562,781.4199829101562,20106460000
2000-05-01,781.4199829101562,799.0599975585938,724.75,761.5499877929688,761.5499877929688,19898300000
2000-06-01,761.5499877929688,804.9500122070312,761.5499877929688,790.25,790.25,21738300000
2000-07-01,790.25,820.9299926757812,771.9600219726562,782.6400146484375,782.6400146484375,19089100000
2000-08-01,782.6400146484375,834.9400024414062,776.7100219726562,827.4099731445312,827.4099731445312,20355500000
2000-09-01,827.4099731445312,834.8099975585938,754.8400268554688,759.8300170898438,759.8300170898438,20838300000
2000-10-01,759.8300170898438,774.0900268554688,685.5499877929688,750.9299926757812,750.9299926757812,25951400000
2000-11-01,750.9299926757812,760.4500122070312,684.2999877929688,697.280029296875,697.280029296875,20532300000
2000-12-01,697.280029296875,739.7100219726562,656.6799926757812,686.4500122070312,686.4500122070312,22205810000
2001-01-01,686.4500122070312,725.4199829101562,662.5599975585938,715.2000122070312,715.2000122070312,24223110000
2001-02-01,715.2000122070312,720.4500122070312,626.8300170898438,640.7100219726562,640.7100219726562,21617600000
2001-03-01,640.7100219726562,653.4400024414062,548.1599731445312,591.6300048828125,591.6300048828125,24872940000
2001-04-01,591.6300048828125,657.260009765625,554.469970703125,645.469970703125,645.469970703125,23591480000
2001-05-01,645.469970703125,680.030029296875,639.4099731445312,646.22998046875,646.22998046875,24525900000
2001-06-01,646.22998046875,663.9299926757812,619.5800170898438,632.02001953125,632.02001953125,24748030000
2001-07-01,632.02001953125,642.0800170898438,600.4400024414062,622.1599731445312,622.1599731445312,23793710000
2001-08-01,622.1599731445312,629.2000122070312,572.4099731445312,577.4000244140625,577.4000244140625,23359200000
2001-09-01,577.4000244140625,590.7100219726562,480.07000732421875,533.0999755859375,533.0999755859375,25121190000
2001-10-01,533.0999755859375,571.47998046875,526.8800048828125,544.4299926757812,544.4299926757812,29956740000
2001-11-01,544.4299926757812,598.5700073242188,542.0900268554688,584.7999877929688,584.7999877929688,26330000000
2001-12-01,584.7999877929688,599.969970703125,558.1599731445312,584.280029296875,584.280029296875,25128570000
2002-01-01,584.280029296875,600.7999877929688,546.1300048828125,573.489990234375,573.489990234375,29746200000
2002-02-01,573.489990234375,573.489990234375,544.8200073242188,562.4099731445312,562.4099731445312,26047600000
2002-03-01,562.4099731445312,595.0900268554688,562.4099731445312,577.8699951171875,577.8699951171875,26563200000
2002-04-01,577.8699951171875,577.8699951171875,525.510009765625,532.4000244140625,532.4000244140625,28568900000
2002-05-01,532.4000244140625,553.3300170898438,517.8200073242188,529.2000122070312,529.2000122070312,26874200000
2002-06-01,529.2000122070312,531.4500122070312,471.239990234375,490.1199951171875,490.1199951171875,28503770000
2002-07-01,490.1199951171875,495.0299987792969,384.9599914550781,458.8699951171875,458.8699951171875,42228720000
2002-08-01,458.8699951171875,487.4200134277344,417.7799987792969,460.79998779296875,460.79998779296875,29298400000
2002-09-01,460.79998779296875,464.0199890136719,399.4599914550781,407.25,407.25,27723710000
2002-10-01,407.25,460.8399963378906,387.79998779296875,451.20001220703125,451.20001220703125,37856310000
2002-11-01,451.20001220703125,481.7799987792969,445.2799987792969,478.8500061035156,478.8500061035156,29170060000
2002-12-01,478.8500061035156,487.94000244140625,439.57000732421875,444.75,444.75,25993640000
2003-01-01,444.75,475.0899963378906,424.6300048828125,432.57000732421875,432.57000732421875,30749580000
2003-02-01,432.57000732421875,437.9200134277344,407.7900085449219,425.3599853515625,425.3599853515625,25235300000
2003-03-01,425.3599853515625,456.4100036621094,400.239990234375,429.1300048828125,429.1300048828125,30080030000
2003-04-01,429.1300048828125,469.8900146484375,429.1300048828125,465.5299987792969,465.5299987792969,29681610000
2003-05-01,465.5299987792969,484.9700012207031,458.3299865722656,483.20001220703125,483.20001220703125,30952100000
2003-06-01,483.20001220703125,512.6699829101562,483.20001220703125,490.3900146484375,490.3900146484375,31219400000
2003-07-01,490.3900146484375,511.3399963378906,484.4100036621094,499.2699890136719,499.2699890136719,31553200000
2003-08-01,499.2699890136719,506.8999938964844,484.67999267578125,503.3599853515625,503.3599853515625,24881470000
2003-09-01,503.3599853515625,522.9099731445312,496.57000732421875,498.55999755859375,498.55999755859375,29940110000
2003-10-01,498.55999755859375,525.9000244140625,498.55999755859375,519.97998046875,519.97998046875,32298500000
2003-11-01,519.97998046875,525.8800048828125,510.05999755859375,520.739990234375,520.739990234375,24463220000
2003-12-01,520.739990234375,550.9000244140625,520.739990234375,550.780029296875,550.780029296875,27839130000
2004-01-01,550.780029296875,573.4400024414062,548.1199951171875,560.3099975585938,560.3099975585938,33101350000
2004-02-01,560.3099975585938,573.2000122070312,557.4099731445312,564.5399780273438,564.5399780273438,27985600000
2004-03-01,564.5399780273438,572.0599975585938,532.0,551.1300048828125,551.1300048828125,33597900000
2004-04-01,551.1300048828125,562.8599853515625,540.8699951171875,540.8800048828125,540.8800048828125,31611900000
2004-05-01,540.8800048828125,550.969970703125,526.530029296875,545.1300048828125,545.1300048828125,29326400000
2004-06-01,545.1300048828125,558.77001953125,541.1699829101562,553.8699951171875,553.8699951171875,27529500000
2004-07-01,553.8699951171875,554.4299926757812,527.1699829101562,537.6699829101562,537.6699829101562,29285600000
2004-08-01,537.6699829101562,541.8900146484375,518.6699829101562,538.77001953125,538.77001953125,26586800000
2004-09-01,538.77001953125,548.52001953125,529.8599853515625,534.8599853515625,534.8599853515625,26829870000
2004-10-01,534.8599853515625,547.8900146484375,522.030029296875,540.6500244140625,540.6500244140625,31511000000
2004-11-01,540.6500244140625,568.6699829101562,539.2100219726562,557.469970703125,557.469970703125,30460280000
2004-12-01,557.469970703125,578.1300048828125,557.469970703125,575.2899780273438,575.2899780273438,31102700000
2005-01-01,575.2899780273438,579.1099853515625,556.2899780273438,564.8800048828125,564.8800048828125,31498000000
2005-02-01,564.8800048828125,579.8800048828125,564.6900024414062,574.4099731445312,574.4099731445312,29297410000
2005-03-01,574.4099731445312,586.7899780273438,555.22998046875,561.8300170898438,561.8300170898438,39014150000
2005-04-01,561.8300170898438,567.0399780273438,542.8400268554688,552.739990234375,552.739990234375,43424270000
2005-05-01,552.739990234375,569.4500122070312,546.8200073242188,564.489990234375,564.489990234375,39321990000
2005-06-01,564.489990234375,574.1900024414062,557.760009765625,558.0700073242188,558.0700073242188,40334040000
2005-07-01,558.0700073242188,578.1900024414062,553.72998046875,572.5900268554688,572.5900268554688,37464670000
2005-08-01,572.5900268554688,577.8300170898438,556.6400146484375,564.280029296875,564.280029296875,42030090000
2005-09-01,564.280029296875,575.1599731445312,558.989990234375,566.7999877929688,566.7999877929688,44777510000
2005-10-01,566.7999877929688,568.7899780273438,542.77001953125,556.739990234375,556.739990234375,49793790000
2005-11-01,556.739990234375,584.3300170898438,553.7999877929688,574.5599975585938,574.5599975585938,45102870000
2005-12-01,574.5599975585938,583.0,569.4299926757812,570.0,570.0,41756130000
2006-01-01,570.0,588.7100219726562,569.4400024414062,578.77001953125,578.77001953125,49211650000
2006-02-01,578.77001953125,587.8300170898438,568.3699951171875,580.8200073242188,580.8200073242188,42859940000
2006-03-01,580.8200073242188,596.280029296875,578.2000122070312,587.75,587.75,50905040000
2006-04-01,591.3499755859375,598.4099731445312,580.6300048828125,595.8900146484375,595.8900146484375,43308430000
2006-05-01,595.8900146484375,604.0599975585938,572.1699829101562,581.2000122070312,581.2000122070312,54312830000
2006-06-01,581.1900024414062,589.4400024414062,559.02001953125,579.5599975585938,579.5599975585938,54873260000
2006-07-01,579.4500122070312,591.2100219726562,562.8800048828125,588.739990234375,588.739990234375,46348220000
2006-08-01,590.1900024414062,604.0999755859375,582.5700073242188,602.030029296875,602.030029296875,50485620000
2006-09-01,602.010009765625,622.1199951171875,597.0,620.030029296875,620.030029296875,49001440000
2006-10-01,620.02001953125,645.5900268554688,617.719970703125,640.5700073242188,640.5700073242188,56793620000
2006-11-01,640.4400024414062,655.010009765625,634.2999877929688,649.6400146484375,649.6400146484375,55343930000
2006-12-01,649.6400146484375,665.9500122070312,643.0900268554688,660.4099731445312,660.4099731445312,47578780000
2007-01-01,660.219970703125,669.989990234375,654.3400268554688,666.780029296875,666.780029296875,56686200000
2007-02-01,666.52001953125,671.469970703125,634.7999877929688,643.739990234375,643.739990234375,51844990000
2007-03-01,643.739990234375,657.6400146484375,624.8099975585938,649.8900146484375,649.8900146484375,67622250000
2007-04-01,649.8699951171875,686.7999877929688,647.1199951171875,680.6500244140625,680.6500244140625,57032470000
2007-05-01,680.6500244140625,705.0399780273438,679.1300048828125,702.4299926757812,702.4299926757812,64958050000
2007-06-01,702.4299926757812,707.760009765625,683.5599975585938,692.77001953125,692.77001953125,65322800000
2007-07-01,693.8099975585938,720.260009765625,675.260009765625,675.75,675.75,70337430000
2007-08-01,675.4099731445312,700.0900268554688,640.5,687.469970703125,687.469970703125,91381760000
2007-09-01,687.3099975585938,717.5900268554688,672.219970703125,714.489990234375,714.489990234375,57809700000
2007-10-01,714.760009765625,734.510009765625,695.6500244140625,724.4000244140625,724.4000244140625,76022580000
2007-11-01,722.1199951171875,722.1199951171875,657.1400146484375,692.030029296875,692.030029296875,86246950000
2007-12-01,691.22998046875,711.4099731445312,671.9199829101562,685.6500244140625,685.6500244140625,64821670000
2008-01-01,685.469970703125,687.469970703125,594.780029296875,643.0599975585938,643.0599975585938,98475340000
2008-02-01,641.6400146484375,647.9299926757812,609.4600219726562,613.6199951171875,613.6199951171875,78536130000
2008-03-01,613.5700073242188,632.9400024414062,583.6400146484375,613.7100219726562,613.7100219726562,93189170000
2008-04-01,615.6300048828125,650.2100219726562,610.4500122070312,641.0,641.0,85978630000
2008-05-01,641.3300170898438,658.719970703125,627.5,639.1500244140625,639.1500244140625,80990480000
2008-06-01,638.7000122070312,639.22998046875,577.27001953125,581.0900268554688,581.0900268554688,96614040000
2008-07-01,579.4299926757812,596.3800048828125,549.5900268554688,583.9099731445312,583.9099731445312,124980570000
2008-08-01,585.6900024414062,608.8099975585938,576.8599853515625,590.8300170898438,590.8300170898438,86266010000
2008-09-01,593.469970703125,601.5,515.52001953125,543.489990234375,543.489990234375,141134640000
2008-10-01,543.719970703125,548.4299926757812,397.3399963378906,464.19000244140625,464.19000244140625,161289700000
2008-11-01,464.25,482.760009765625,361.32000732421875,432.8900146484375,432.8900146484375,115660210000
2008-12-01,428.95001220703125,445.8500061035156,395.54998779296875,431.5400085449219,431.5400085449219,112884470000
2009-01-01,431.3900146484375,447.8599853515625,380.9200134277344,391.2799987792969,391.2799987792969,112090640000
2009-02-01,389.8500061035156,412.1600036621094,348.20001220703125,348.2099914550781,348.2099914550781,124492210000
2009-03-01,345.30999755859375,393.0899963378906,317.3699951171875,377.3500061035156,377.3500061035156,161843640000
2009-04-01,375.3299865722656,412.9800109863281,370.9200134277344,406.0,406.0,138855320000
2009-05-01,406.1099853515625,431.6199951171875,403.0899963378906,427.55999755859375,427.55999755859375,131614940000
2009-06-01,429.7300109863281,444.4700012207031,416.75,429.6600036621094,429.6600036621094,112653150000
2009-07-01,430.5400085449219,464.9700012207031,408.760009765625,460.260009765625,460.260009765625,106635790000
2009-08-01,461.5899963378906,482.75,455.0199890136719,474.7300109863281,474.7300109863281,116825670000
2009-09-01,474.1700134277344,499.010009765625,461.95001220703125,488.3500061035156,488.3500061035156,112295490000
2009-10-01,487.1499938964844,509.0,472.75,482.30999755859375,482.30999755859375,113410990000
2009-11-01,482.2900085449219,517.8800048828125,479.010009765625,510.739990234375,510.739990234375,84981530000
2009-12-01,512.4000244140625,520.47998046875,504.5400085449219,514.0900268554688,514.0900268554688,89515330000
2010-01-01,514.739990234375,530.739990234375,494.0899963378906,495.0899963378906,495.0899963378906,90947580000
2010-02-01,495.0899963378906,510.1099853515625,481.79998779296875,506.05999755859375,506.05999755859375,84561340000
2010-03-01,506.4700012207031,541.0900268554688,506.4700012207031,534.9099731445312,534.9099731445312,103683550000
2010-04-01,535.6099853515625,554.7899780273438,535.1300048828125,540.280029296875,540.280029296875,116741910000
2010-05-01,541.1500244140625,548.5,473.5799865722656,493.05999755859375,493.05999755859375,127662780000
2010-06-01,492.239990234375,510.6400146484375,466.5199890136719,467.6499938964844,467.6499938964844,110106750000
2010-07-01,467.9800109863281,508.4100036621094,459.2900085449219,500.55999755859375,500.55999755859375,94778110000
2010-08-01,503.739990234375,512.7899780273438,471.7200012207031,475.7300109863281,475.7300109863281,85738250000
2010-09-01,475.82000732421875,521.8300170898438,475.82000732421875,514.6599731445312,514.6599731445312,79589450000
2010-10-01,515.739990234375,539.7100219726562,511.3500061035156,533.0800170898438,533.0800170898438,90148480000
2010-11-01,534.3400268554688,553.0999755859375,527.010009765625,529.72998046875,529.72998046875,87151070000
2010-12-01,532.4299926757812,568.25,532.4299926757812,565.9000244140625,565.9000244140625,80984530000
2011-01-01,565.8900146484375,586.97998046875,565.8900146484375,579.22998046875,579.22998046875,92164940000
2011-02-01,580.52001953125,602.77001953125,580.52001953125,595.9600219726562,595.9600219726562,59223660000
2011-03-01,596.6300048828125,598.219970703125,559.22998046875,592.719970703125,592.719970703125,89507640000
2011-04-01,594.2999877929688,608.5700073242188,577.5599975585938,608.3300170898438,608.3300170898438,77364810000
2011-05-01,608.6199951171875,611.0599975585938,582.6199951171875,597.3200073242188,597.3200073242188,81708980000
2011-06-01,597.280029296875,597.280029296875,561.5700073242188,587.3099975585938,587.3099975585938,86122730000
2011-07-01,587.3300170898438,603.3900146484375,576.7000122070312,579.719970703125,579.719970703125,81102170000
2011-08-01,584.989990234375,585.260009765625,499.29998779296875,548.010009765625,548.010009765625,108419170000
2011-09-01,548.1199951171875,552.6300048828125,502.6400146484375,513.3699951171875,513.3699951171875,102786820000
2011-10-01,513.3499755859375,580.6699829101562,488.6700134277344,563.3699951171875,563.3699951171875,98063670000
2011-11-01,563.3699951171875,573.8400268554688,522.27001953125,561.9600219726562,561.9600219726562,84275050000
2011-12-01,561.9600219726562,575.8099975585938,546.0999755859375,570.7899780273438,570.7899780273438,75366190000
2012-01-01,570.7899780273438,602.7999877929688,570.7899780273438,593.8300170898438,593.8300170898438,79567560000
2012-02-01,593.8300170898438,625.0999755859375,593.8300170898438,619.4500122070312,619.4500122070312,78385710000
2012-03-01,619.530029296875,645.52001953125,608.8900146484375,640.6799926757812,640.6799926757812,83899660000
2012-04-01,640.6799926757812,646.760009765625,618.0900268554688,635.4500122070312,635.4500122070312,74761710000
2012-05-01,635.4500122070312,643.2899780273438,590.0499877929688,597.2899780273438,597.2899780273438,86920490000
2012-06-01,597.2899780273438,623.8300170898438,579.260009765625,623.8200073242188,623.8200073242188,81582440000
2012-07-01,623.9299926757812,640.0,609.030029296875,635.739990234375,635.739990234375,73103810000
2012-08-01,635.739990234375,656.0999755859375,624.72998046875,646.4099731445312,646.4099731445312,70283810000
2012-09-01,646.4000244140625,676.6500244140625,641.9099731445312,663.7999877929688,663.7999877929688,69784280000
2012-10-01,664.0,677.02001953125,642.6799926757812,646.52001953125,646.52001953125,71752320000
2012-11-01,646.52001953125,656.0800170898438,611.25,646.3900146484375,646.3900146484375,71489310000
